analysis_id,sample_id,assembly_run_id,experiment_type,pipeline_version,instrument_platform,study_id,bioproject,study_name,n_samples,centre_name,biomes
MGYA00590782,ERS2520889,ERZ3455815,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590783,ERS2520861,ERZ3455797,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590784,ERS2520978,ERZ3455884,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590785,ERS2520933,ERZ3455859,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590786,ERS2520903,ERZ3455831,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590787,ERS2520878,ERZ3455809,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590788,ERS2520874,ERZ3455803,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590789,ERS2520951,ERZ3455867,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590790,ERS2520942,ERZ3455863,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590791,ERS2520939,ERZ3455855,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590792,ERS2520929,ERZ3455849,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590793,ERS2520911,ERZ3455839,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590794,ERS2520890,ERZ3455832,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590795,ERS2520899,ERZ3455824,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590796,ERS2520894,ERZ3455817,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590797,ERS2520881,ERZ3455816,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590798,ERS2520867,ERZ3455800,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590799,ERS2520872,ERZ3455796,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590800,ERS2520919,ERZ3455842,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590801,ERS2520910,ERZ3455837,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590802,ERS2520891,ERZ3455834,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590803,ERS2520901,ERZ3455830,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590804,ERS2520907,ERZ3455827,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590805,ERS2520897,ERZ3455821,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590806,ERS2520883,ERZ3455811,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590807,ERS2520876,ERZ3455810,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590808,ERS2520869,ERZ3455806,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590809,ERS2520879,ERZ3455805,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590810,ERS2520866,ERZ3455795,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590811,ERS2520937,ERZ3455854,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590812,ERS2520908,ERZ3455826,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590813,ERS2520900,ERZ3455822,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590814,ERS2520885,ERZ3455814,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590815,ERS2520873,ERZ3455802,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590816,ERS2520871,ERZ3455798,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590817,ERS2520864,ERZ3455794,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00590818,ERS2520896,ERZ3455818,assembly,5.0,Illumina HiSeq 3000,MGYS00005846,PRJEB47494,EMG produced TPA metagenomics assembly of PRJEB27054 data set (Global surveillance of antimicrobial resistance).,110,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00153745,SRS1791885,ERZ1756056,assembly,4.1,Illumina HiSeq 2500,MGYS00002316,PRJEB24109,EMG produced TPA metagenomics assembly of the Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from China - AD_SCU002_MetaG metagenome (activated sludge metagenome) data set.,1,EMBL-EBI,root:Engineered:Wastewater:Industrial wastewater
MGYA00166416,ERS2488844,ERR2586218,metagenomic,4.1,Illumina HiSeq 2500,MGYS00002383,PRJEB26809,Antibiotic manufacturing effluent enriches resistance genes and alter the structure of microbial communities,6,UNIVERSITY OF GOTHENBURG,root:Engineered:Wastewater:Activated Sludge
MGYA00166417,ERS2488846,ERR2586220,metagenomic,4.1,Illumina HiSeq 2500,MGYS00002383,PRJEB26809,Antibiotic manufacturing effluent enriches resistance genes and alter the structure of microbial communities,6,UNIVERSITY OF GOTHENBURG,root:Engineered:Wastewater:Activated Sludge
MGYA00166418,ERS2488842,ERR2586216,metagenomic,4.1,Illumina HiSeq 2500,MGYS00002383,PRJEB26809,Antibiotic manufacturing effluent enriches resistance genes and alter the structure of microbial communities,6,UNIVERSITY OF GOTHENBURG,root:Engineered:Wastewater:Activated Sludge
MGYA00166419,ERS2488841,ERR2586215,metagenomic,4.1,Illumina HiSeq 2500,MGYS00002383,PRJEB26809,Antibiotic manufacturing effluent enriches resistance genes and alter the structure of microbial communities,6,UNIVERSITY OF GOTHENBURG,root:Engineered:Wastewater:Activated Sludge
MGYA00166420,ERS2488845,ERR2586219,metagenomic,4.1,Illumina HiSeq 2500,MGYS00002383,PRJEB26809,Antibiotic manufacturing effluent enriches resistance genes and alter the structure of microbial communities,6,UNIVERSITY OF GOTHENBURG,root:Engineered:Wastewater:Activated Sludge
MGYA00166421,ERS2488843,ERR2586217,metagenomic,4.1,Illumina HiSeq 2500,MGYS00002383,PRJEB26809,Antibiotic manufacturing effluent enriches resistance genes and alter the structure of microbial communities,6,UNIVERSITY OF GOTHENBURG,root:Engineered:Wastewater:Activated Sludge
MGYA00200540,ERS1864885,ERR2088990,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200551,ERS1864888,ERR2088993,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200558,ERS1864880,ERR2088985,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200603,ERS1864881,ERR2088986,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200610,ERS1864879,ERR2088984,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200628,ERS1864882,ERR2088987,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200646,ERS1864884,ERR2088989,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200647,ERS1864883,ERR2088988,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200660,ERS1864889,ERR2088994,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200665,ERS1864890,ERR2088995,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200668,ERS1864887,ERR2088992,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00200681,ERS1864886,ERR2088991,metatranscriptomic,4.1,NextSeq 500,MGYS00001910,PRJEB22087,The influence of sludge retention time on the  expressed functional diversity of and biotransformation rates of micropollutants performed by a community originating from wastewater activated sludge,170,EAWAG,root:Engineered:Wastewater:Activated Sludge
MGYA00215806,ERS2597453,ERR2683248,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215807,ERS2597414,ERR2683209,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215808,ERS2597463,ERR2683258,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215809,ERS2597471,ERR2683266,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215810,ERS2597409,ERR2683204,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215811,ERS2597424,ERR2683219,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215812,ERS2597484,ERR2683279,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215813,ERS2597338,ERR2683133,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215814,ERS2597481,ERR2683276,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215815,ERS2597359,ERR2683154,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215816,ERS2597434,ERR2683229,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215817,ERS2597458,ERR2683253,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
